item_id,features
269270,"LOVE, Fred Wood, 2014"
314300,"CubeZ, Imaekgames [Imaek Limited], 2014"
409590,"KINGDOMS, Oreol, 2015"
92000,"Hydrophobia: Prophecy, Dark Energy Digital Ltd., 2011"
337070,"Dimmdrive :: Gaming Ramdrive @ 10,000+ MB/s, Dimmdrive Inc., 2015"
224820,"Super House of Dead Ninjas, Megadev, 2013"
315340,"A.R.E.S. Extinction Agenda EX, Extend Studio, 2014"
353360,"how do you Do It?, Nina Freeman,Emmett Butler,Decky Coss,Joni Kittaka, 2014"
265870,"Alpha Kimori™ 1, Sherman3D, 2014"
304730,"Train Fever, Urban Games, 2014"
310470,"Grand Ages: Medieval, Gaming Minds Studios, 2015"
289930,"TransOcean: The Shipping Company, Deck13 Hamburg, 2014"
22000,"World of Goo, 2D BOY, 2008"
304670,"Aeon Command, Bat Country Games, LLC, 2014"
97100,"Section 8®: Prejudice™, TimeGate Studios, 2011"
200230,"Off-Road Drive, 1C-Avalon, 2011"
385530,"Астролорды: Облако Оорта, Aratog LLC, 2015"
318020,"Act of Aggression - Reboot Edition, Eugen Systems, 2015"
252070,"Gimbal, 8888888 LABS, 2013"
336520,"Might &amp; Magic Heroes Online, Blue Byte, 2015"
47700,"Command &amp; Conquer 4: Tiberian Twilight, EA Los Angeles, 2010"
50510,"Burn Zombie Burn!, doublesix, 2010"
352960,"Star Horizon, Orbital Knight, 2015"
252910,"Skyscraper Simulator, United Independent Entertainment GmbH,Actalogic, 2010"
289520,"King's Bounty: Dark Side, 1C-SoftClub, 2014"
351710,"Hyperdimension Neptunia Re;Birth2: Sisters Generation / 超次次元ゲイム ネプテューヌRe;Birth2, Idea Factory,Compile Heart,Felistella, 2015"
375040,"Death Tractor, Exato Game Studios, 2015"
315840,"Catacomb Kids, FourbitFriday, 2015"
316790,"Grim Fandango Remastered, Double Fine Productions, 2015"
331670,"The Jackbox Party Pack, Jackbox Games, Inc., 2014"
92700,"Shadow Harvest: Phantom Ops, Black Lion Studios, 2011"
11450,"Overlord™, Triumph Studios,Virtual Programming, 2007"
221020,"Towns, Xavi Canal, Ben Palgi, 2012"
381990,"Dragon Saga, Gravity Interactive, 2010"
24840,"Medal of Honor: Airborne, EA Los Angeles, 2007"
338170,"Ratz Instagib, Lino Slahuschek, 2016"
39800,"Nation Red, DiezelPower, 2010"
418300,"Wick, Hellbent Games, 2015"
367450,"Poly Bridge, Dry Cactus, 2016"
243360,"TrackMania² Valley, Nadeo, 2013"
359040,"The Music Machine, David Szymanski, 2015"
372210,"Spooky Cats, Russpuppy, 2015"
3480,"Peggle Deluxe, PopCap Games, Inc., 2007"
241720,"Guncraft, Exato Games Studio, 2013"
8800,"Civilization IV: Beyond the Sword, Firaxis Games, 2007"
283680,"Astebreed: Definitive Edition, Edelweiss, 2014"
280600,"BloodLust Shadowhunter, WRF Studios, 2015"
275490,"Canyon Capers, Crazy Moo Games, 2014"
403570,"Stigmat, Akakiy Petrushkin, 2015"
269350,"Montas, Organic Humans, 2014"
47780,"Dead Space™ 2, Visceral Games, 2011"
94000,"Dinner Date, Stout Games, 2011"
339290,"Castle, Snails Animation, 2015"
351900,"Pregnancy, Locomotivah, 2015"
207170,"Legend of Grimrock, Almost Human Games, 2012"
271900,"Hexcells Plus, Matthew Brown, 2014"
407600,"Raiden Legacy - Steam Edition, DotEmu, 2015"
365660,"OlliOlli2: Welcome to Olliwood, Roll7, 2015"
283660,"Rabbit Hole 3D: Steam Edition, Somi, 2014"
330390,"Grandia® II Anniversary Edition, GAME ARTS Co., Ltd.,SkyBox Labs, 2015"
209370,"Analogue: A Hate Story, Love Conquers All Games, 2012"
301910,"Saints Row: Gat out of Hell, Deep Silver Volition,High Voltage Software, 2015"
231160,"The Swapper, Olli Harjola, Otto Hantula, Tom Jubert, Carlo Castellano, 2013"
289760,"ROCKETSROCKETSROCKETS, Radial Games Corp,Loren Bednar,Dr. Kimberly Voll,Lindsay Jorgensen, 2015"
1520,"DEFCON, Introversion Software, 2006"
200050,"Naval War: Arctic Circle, Turbo Tape Games, 2012"
293180,"Overcast - Walden and the Werewolf, Microblast Games, 2014"
244810,"Foul Play, Mediatonic,The Irregular Corporation, 2013"
258590,"Adventure Time: Finn and Jake's Epic Quest, NGD Studios, 2014"
261530,"Lifeless Planet Premier Edition, Stage 2 Studios, 2014"
293760,"Automation - The Car Company Tycoon Game, Camshaft Software, 2015"
249550,"NEStalgia, Silk Games, 2014"
217100,"Dementium II HD, Memetic Games, 2013"
297350,"The Old City: Leviathan, PostMod Softworks, 2014"
384360,"Fingered, Edmund McMillen,James Id, 2015"
313690,"LEGO® Batman™3: Beyond Gotham, TT Games Ltd,Feral Interactive (Mac), 2014"
234330,"Marvel Puzzle Quest, Demiurge Studios, 2013"
257730,"Infinity Wars: Animated Trading Card Game, Lightmare Studios, 2014"
310070,"The Nightmare Cooperative, Lucky Frame, 2014"
310700,"Super Win the Game, Minor Key Games, 2014"
312630,"OTTTD, SMG Studio, 2014"
223810,"Ys I &amp; II Chronicles+, Nihon Falcom, 2013"
31290,"Back to the Future: The Game, Telltale Games, 2010"
286340,"FarSky, Farsky Interactive, 2014"
95400,"ibb &amp; obb, Sparpweed,Codeglue, 2014"
217690,"Anna - Extended Edition, Dreampainters, 2013"
401810,"Poi, PolyKid, 2017"
244870,"Electronic Super Joy, Michael Todd Games, 2013"
32470,"STAR WARS™ Empire at War - Gold Pack, Petroglyph, 2006"
9350,"Supreme Commander, Gas Powered Games, 2007"
36000,"Foreign Legion: Buckets of Blood, Sakari Indie, 2009"
416130,"Written in the Sky, Unwonted Studios, 2015"
32500,"STAR WARS™: The Force Unleashed™ II, Aspyr Studios, 2010"
271500,"Sniper Art of Victory, CI Games, 2008"
280040,"A Wizard's Lizard, Lost Decade Games, 2014"
283080,"Super Chibi Knight, PestoForce, 2015"
274620,"Skara - The Blade Remains, 8-Bit Studio, 2017"
362810,"Fighties, PillowPigGames, 2015"
11230,"Gumboy Tournament, CINEMAX, s.r.o., 2008"
279260,"Richard &amp; Alice, Owl Cave, 2014"
340300,"Teddy Floppy Ear - Mountain Adventure, Forever Entertainment S. A., 2015"
271360,"Industry Giant 2, Fancy Bytes, Reactor, 2015"
344040,"Voxelized, Lord Kres, 2015"
342200,"MechWarrior Online™, Piranha Games Inc., 2015"
16810,"Sid Meier's Civilization IV: Colonization, Firaxis Games, 2008"
256050,"Adventure Park, b-Alive, 2013"
279420,"Gardens Inc. – From Rakes to Riches, World-Loom,Nitreal, 2014"
360730,"Cards and Castles, Red Team Games, 2015"
111600,"Serious Sam Double D XXL, Mommy's Best Games, 2011"
303800,"The Witcher Adventure Game, CD PROJEKT RED,Can Explode, 2014"
358960,"Canabalt, Finji,Kittehface Software, 2015"
42920,"The Kings' Crusade, NeoCoreGames, 2010"
251150,"The Legend of Heroes: Trails in the Sky, Nihon Falcom, 2014"
102600,"Orcs Must Die!, Robot Entertainment, 2011"
244770,"StarMade, Schine, GmbH, 2014"
256290,"Child of Light, Ubisoft Montréal, 2014"
105100,"Lume, State of Play Games, 2011"
325090,"Deep Dungeons of Doom, Bossa Studios, 2014"
312530,"Duck Game, Landon Podbielski, 2015"
228760,"TrackMania² Canyon, Nadeo, 2011"
7200,"Trackmania United Forever Star Edition, Nadeo, 2008"
373180,"Kung Fury: Street Rage, Hello There AB, 2015"
111400,"Bunch of Heroes, NGD Studios, 2011"
209060,"Drunken Robot Pornography, Dejobaan Games, LLC, 2014"
292630,"Uriel's Chasm, Rail Slave Games, 2014"
348380,"The Interview, Anothink, 2015"
294860,"Valkyria Chronicles™, SEGA, 2014"
206610,"3SwitcheD, Reality Pump, 2012"
354640,"The Settlers Online, Blue Byte, 2010"
304500,"Rooms: The Main Building, HandMade Game, 2014"
57900,"Duke Nukem Forever, Gearbox Software, 2011"
61600,"Zen Bound 2, Secret Exit Ltd., 2010"
203210,"Titan Attacks!, Puppygames, 2012"
8080,"Kane and Lynch: Dead Men™, IO Interactive, 2007"
7510,"X-Blades, Gaijin Entertainment, 2009"
94200,"Jamestown, Final Form Games, 2011"
20510,"S.T.A.L.K.E.R.: Clear Sky, GSC Game World, 2008"
227160,"Kinetic Void, Badland Studio, 2014"
342980,"Destination Sol, MovingBlocks, 2015"
246090,"Spacebase DF-9, Double Fine Productions, 2014"
65740,"Carrier Command: Gaea Mission, Bohemia Interactive, 2012"
243780,"PixelJunk™ Monsters Ultimate, Double Eleven,Q-Games Ltd., 2013"
6550,"Devil May Cry® 3 Special Edition, CAPCOM Co., Ltd., 2006"
45700,"Devil May Cry 4, Capcom, 2008"
326410,"Windward, Tasharen Entertainment Inc., 2015"
321060,"Gender Bender DNA Twister Extreme, Transcendent Games, 2014"
45710,"Dark Void™, Airtight Games, 2010"
269310,"Infectonator: Survivors, Toge Productions, 2016"
230310,"Akaneiro: Demon Hunters, Spicy Horse, 2014"
299540,"Heroes Rise: The Prodigy, Choice of Games, 2012"
332570,"Amazing Frog?, Fayju, 2014"
12810,"Overlord II, Triumph Studios,Virtual Programming, 2009"
224460,"Contrast, Compulsion Games, 2013"
265300,"Lords Of The Fallen™, CI Games,Deck 13, 2014"
205870,"Auditorium, Cipher Prime Studios, 2012"
41500,"Torchlight, Runic Games, 2009"
233470,"Evoland, Shiro Games, 2013"
299720,"Terrorhedron Tower Defense, Dan Walters, 2014"
301190,"Frederic: Resurrection of Music, Forever Entertainment S. A., 2014"
339400,"Runestone Keeper, Blackfire Games, 2015"
244160,"Homeworld Remastered Collection, Gearbox Software,Aspyr (Mac), 2015"
253350,"Tiny Barbarian DX, StarQuail Games, 2013"
269030,"The Yawhg, Damian Sommer,Emily Carroll, 2013"
311730,"DEAD OR ALIVE 5 Last Round: Core Fighters, Team NINJA,KOEI TECMO GAMES CO., LTD., 2015"
349220,"The Black Watchmen, Alice &amp; Smith, 2015"
215510,"Rocketbirds: Hardboiled Chicken, Ratloop Asia, 2012"
248350,"Omegalodon, North of Earth, 2012"
296150,"G-Ball, Genee Network, 2014"
250520,"UnderRail, Stygian Software, 2015"
344860,"Crystal Story II, Emmanuel Salva Cruz, 2015"
271570,"Space Farmers, BumpkinBrothers, 2014"
261110,"Killer is Dead - Nightmare Edition, KADOKAWA GAMES / GRASSHOPPER MANUFACTURE, 2014"
266070,"City of Steam: Arkadia, Mechanist Games, 2014"
304030,"ArcheAge, XLGAMES, 2015"
250110,"Assault Android Cactus, Witch Beam, 2015"
47920,"Shift 2 Unleashed, Slightly Mad Studios, 2011"
323380,"The Magic Circle, Question, 2015"
20570,"Warhammer® 40,000: Dawn of War® II Chaos Rising, Relic Entertainment,Feral Interactive (Mac/Linux), 2010"
11240,"Space Trader: Merchant Marine, Meridian4, 2008"
319400,"Disney Winnie the Pooh, Disney Interactive, 2011"
365450,"Hacknet, Team Fractal Alligator, 2015"
211160,"Viking: Battle for Asgard, Creative Assembly, PC Port - Hardlight, 2012"
351050,"Cricket Captain 2015, Childish Things, 2015"
218820,"Mercenary Kings, Tribute Games Inc., 2014"
286200,"ReignMaker, Frogdice, 2014"
278620,"TinyKeep, Phigames, 2014"
326670,"Warhammer Quest, Rodeo Games,Twistplay, 2015"
342150,"Games of Glory, Lightbulb Crew, 2017"
110800,"L.A. Noire, Team Bondi,Rockstar Leeds, 2011"
315810,"eden*, minori, 2015"
352010,"Beach Bounce, BurstRay Games, 2015"
360550,"Cursed Sight, InvertMouse, 2015"
396650,"ACE Academy, PixelFade Inc, 2016"
11280,"Penguins Arena: Sedna's World, Frogames, 2008"
7830,"Men of War™, Best Way, 2009"
311140,"The Stalin Subway, Orion Games, 2006"
331200,"Grass Simulator, Daniel Davies, 2015"
12830,"Operation Flashpoint: Dragon Rising, Codemasters Studios, 2009"
22180,"Penumbra Overture, Frictional Games, 2007"
210550,"Angry Birds Space, Rovio Entertainment Ltd, 2013"
15750,"Oddworld: Stranger's Wrath HD, Oddworld Inhabitants, 2010"
317710,"Velocibox, Shawn Beck, 2014"
220160,"Trials Evolution: Gold Edition, Redlynx Ltd,Ubisoft  Shanghaï, 2013"
219700,"Dogs of War Online, Cyanide, 2014"
312010,"Bird Assassin, Social Loner Studios, 2011"
295770,"Rogue Shooter: The FPS Roguelike, Hippomancer, 2014"
227480,"God Mode, Old School Games, 2013"
344850,"Big Pharma, Twice Circled, 2015"
46540,"Trapped Dead, Headup Games / Crenetic, 2011"
302060,"Trucks &amp; Trailers, SCS Software, 2011"
232910,"TrackMania² Stadium, Nadeo, 2013"
73020,"Majesty 2 Collection, 1C:InoCo, 2011"
226960,"Ironclad Tactics, Zachtronics, 2013"
291910,"Firefighters 2014, VIS - Visual Imagination Software, 2014"
265690,"NaissanceE, Limasse Five, 2014"
370190,"Ruzh Delta Z, Pribuni, 2015"
297130,"Titan Souls, Acid Nerve, 2015"
316430,"Battle of Empires : 1914-1918, Great War Team, 2015"
237590,"R.I.P.D.: The Game, Old School Games, 2013"
209520,"Mini Motor Racing EVO, The Binary Mill, 2013"
224960,"Tomb Raider I, Core Design, 2012"
39690,"ArcaniA, Spellbound Studios, 2010"
214870,"Painkiller Hell &amp; Damnation, The Farm 51, 2012"
256010,"Jagged Alliance Flashback, Full Control, 2014"
204530,"Infested Planet, Rocket Bear Games, 2014"
225360,"DARK, Realmforge Studios, 2013"
342550,"Phantasmal: Survival Horror Roguelike, Eyemobi Ltd., 2016"
251370,"Escape Goat, MagicalTimeBean, 2012"
312150,"Wild Warfare, Hyper Hippo Games, 2014"
264280,"99 Levels To Hell, Zaxis Games,B-evil, 2014"
344630,"Princess Evangile All Ages Version, MOONSTONE, 2015"
280910,"T.E.C. 3001, Phoenix Game Studio, 2014"
353270,"Hyperdimension Neptunia Re;Birth3 V Generation / 神次次元ゲイム ネプテューヌRe;Birth3 V CENTURY, Idea Factory,Compile Heart,Felistella, 2015"
260130,"Agarest: Generations of War Zero, Idea Factory, 2014"
237890,"Agarest: Generations of War, Idea Factory, 2014"
63200,"Monday Night Combat, Uber Entertainment, 2011"
257970,"Loren The Amazon Princess, Winter Wolves, 2014"
296570,"Lords of Xulima, Numantian Games, 2014"
214970,"Intrusion 2, Aleksey Abramenko, 2012"
270510,"EPOCH, Uppercut Games Pty Ltd, 2014"
62100,"Chime, Zoë Mode, 2010"
351090,"Regency Solitaire, Grey Alien Games, 2015"
249330,"Unholy Heights, Petit Depotto, 2013"
213610,"Sonic Adventure 2, SEGA, 2012"
10140,"3D Ultra™ Minigolf Adventures, Wanako Games, 2006"
205610,"Port Royale 3, Gaming Minds, 2012"
212630,"Tom Clancy's Ghost Recon: Future Soldier™, Ubisoft Paris,Red Storm Entertainment, 2012"
416640,"Diabolical, Choice of Games, 2015"
299740,"Miscreated, Entrada Interactive LLC, 2014"
208670,"Blades of Time, Gaijin Entertainment Corporation, 2012"
305980,"Heavy Fire: Afghanistan, Teyon, 2014"
12360,"FlatOut: Ultimate Carnage, Bugbear Entertainment, 2008"
238910,"Bionic Dues, Arcen Games, LLC, 2013"
42990,"Sword of the Stars II: Enhanced Edition, Kerberos Productions, 2012"
202200,"Galactic Civilizations® II: Ultimate Edition, Stardock Entertainment, 2011"
207930,"Sacred Citadel, Southend, 2013"
218040,"Democracy 2, Positech Games, 2007"
284950,"Pixel Puzzles: Japan, DL Softworks, 2014"
300550,"Shadowrun: Dragonfall - Director's Cut, Harebrained Schemes, 2014"
237950,"UFO: Afterlight, Altar Games, 2007"
2990,"FlatOut 2™, Bugbear Entertainment, 2006"
211280,"Primal Fears, DnS Development, 2013"
280220,"Creeper World 3: Arc Eternal, Knuckle Cracker, 2014"
216110,"Tiny Troopers, Kukouri, 2012"
21000,"LEGO Batman, Traveller's Tales, 2008"
412470,"Metal War Online: Retribution, GDT Limited, 2015"
321030,"One Day For Ched, BS1 &amp; BSL Team, 2014"
24790,"Command &amp; Conquer 3: Tiberium Wars, EA Los Angeles, 2007"
215080,"WAKFU, Ankama Studio, 2014"
24800,"Command &amp; Conquer: Red Alert 3 - Uprising, EA Los Angeles, 2009"
244730,"Divekick, Iron Galaxy Studios, LLC, 2013"
286690,"Metro 2033 Redux, 4A Games, 2014"
269050,"Year Walk, Simogo, 2014"
215710,"Fieldrunners 2, Subatomic Studios LLC, 2013"
259550,"Hero of the Kingdom, Lonely Troops, 2012"
265330,"Gomo, Fishcow Studio, 2013"
280930,"Battlepillars Gold Edition, Hitcents, 2014"
286500,"House of 1,000 Doors: Family Secrets Collector's Edition, Alawar, 2014"
218640,"Lucius, Shiver Games, 2012"
211440,"Adventures of Shuggy, Smudged Cat Games Ltd, 2012"
296650,"The Great Jitters: Pudding Panic, kunst-stoff GmbH, 2014"
298340,"FLASHOUT 2, Jujubee S.A., 2014"
237970,"Memento Mori 2, Centauri Production, 2014"
214700,"Thirty Flights of Loving, Blendo Games, 2012"
21780,"Driver® Parallel Lines, Ubisoft Reflections, 2007"
202310,"Ridge Racer™ Unbounded, BUGBEAR, 2012"
17440,"SPORE™ Creepy &amp; Cute Parts Pack, Maxis™, 2008"
364050,"Face It - A game to fight inner demons, Tlön Studios,Ilex Games, 2017"
209790,"Splice, Cipher Prime Studios, 2012"
48220,"Might &amp; Magic: Heroes VI, Blackhole, 2011"
70600,"Worms Ultimate Mayhem, Team17 Digital Ltd, 2011"
375220,"Bitweb, practicing01, 2015"
264120,"Victory: The Age of Racing, Vae Victis Games, 2016"
268220,"Meltdown, Phenomenon Games, 2014"
304910,"Sky Gamblers: Storm Raiders, Atypical Games, 2015"
60800,"Numen: Contest of Heroes, CINEMAX, s.r.o., 2010"
289090,"Ampu-Tea, ProjectorGames, 2014"
323450,"Alphadia Genesis, EXE-CREATE, 2015"
310890,"Breach &amp; Clear: Deadline Rebirth (2016), Mighty Rabbit Studios,Gun Media, 2015"
326990,"Deep Eclipse: New Space Odyssey, Ultravision Interactive, 2014"
70620,"Worms Crazy Golf, Team17 Digital Ltd, 2011"
257170,"Rebuild 3: Gangs of Deadsville, Northway Games,Sarah Northway, 2015"
256330,"WRC 4 FIA World Rally Championship, Milestone S.r.l., 2013"
217920,"Alien Rage - Unlimited, CI Games, 2013"
315860,"Celestian Tales: Old North, Ekuator Games, 2015"
305070,"FIST OF AWESOME, I Fight Bears, 2014"
428880,"The Quest, Redshift, 2016"
307990,"Wildlife Park 2 - Fantasy, b-alive gmbh, 2013"
226560,"Escape Dead Island, Fatshark, 2014"
361630,"404Sight, Retro Yeti Games, 2015"
32770,"Joint Operations: Combined Arms Gold, NovaLogic, 2009"
248630,"Kingdoms Rise, Flyleap Studios Pty. Ltd., 2013"
97330,"Magic: The Gathering - Duels of the Planeswalkers 2013, Stainless Games, 2012"
38210,"Roogoo, Spidermonk Entertainment, 2009"
24810,"Command &amp; Conquer 3: Kane's Wrath, EA Los Angeles, 2009"
259060,"Dominions 4: Thrones of Ascension, Illwinter Game Design, 2013"
47400,"Stronghold 3 Gold, FireFly Studios, 2012"
227780,"Serious Sam Classics: Revolution, Croteam,Alligator Pit, 2014"
356510,"Soccer Rage, Stamina-Games, 2015"
203630,"Warlock - Master of the Arcane, Ino-Co Plus, 2012"
251470,"TowerFall Ascension, Matt Thorson, 2014"
12590,"Sprint Cars Road to Knoxville, BigAnt Studios, 2008"
42170,"Krater, Fatshark, 2012"
102840,"Shank 2, Klei Entertainment, 2012"
242700,"Injustice: Gods Among Us Ultimate Edition, NetherRealm Studios,High Voltage Software, 2013"
341940,"Hatred, Destructive Creations, 2015"
339230,"ZOMBI, Straight Right, 2015"
392450,"Silver Creek Falls: Chapter 1, Sapphire Dragon Productions, 2015"
421630,"A Study in Steampunk: Choice by Gaslight, Hosted Games, 2015"
335430,"Grimoire: Manastorm, Omniconnection, 2017"
368730,"No Time To Explain Remastered, tinyBuild, 2015"
6120,"Shank, Klei Entertainment, 2010"
220460,"Cargo Commander, Serious Brew, 2012"
300970,"Fiesta Online NA, Onson Soft, 2008"
397500,"Labyronia RPG 2, Labyrinthine, 2015"
403900,"Clergy Splode, PiGravity, 2015"
242640,"Styx: Master of Shadows, Cyanide Studio, 2014"
208730,"Game of Thrones, Cyanide Studios, 2012"
293740,"Road Not Taken, Spry Fox LLC, 2014"
332540,"We Slay Monsters, Furiously Inactive Games, 2017"
369060,"Amygdala, MachineSpirit, 2015"
63500,"Swords and Soldiers HD, Ronimo Games, 2010"
105420,"Ms. Splosion Man, Twisted Pixel Games, 2013"
259430,"Zigfrak, Entheogen Studios LLC, 2012"
305960,"Dragon: The Game, Sky Drake Studios, 2014"
80310,"Gemini Rue, Joshua Neurnberger, 2011"
259600,"Finding Teddy, Storybird, 2013"
104000,"iBomber Defense, Cobra Mobile, 2011"
61100,"Lucid, YeaBoing, 2011"
206690,"iBomber Defense Pacific, Cobra Mobile, 2012"
263100,"9.03m, Space Budgie, 2013"
238750,"Might &amp; Magic X - Legacy, Ubisoft, 2014"
111900,"Guardians of Middle-earth, Zombie Studios, 2013"
108200,"Ticket to Ride, Days of Wonder, 2012"
285160,"LEGO® The Hobbit™, Traveller's Tales,Feral Interactive (Mac), 2014"
33130,"Zombie Shooter, Sigma Team Inc., 2007"
218410,"Defender's Quest: Valley of the Forgotten (DX edition), Level Up Labs, LLC, 2012"
319550,"The Collider, Shortbreak Studios s.c., 2014"
11260,"Pacific Storm Allies, Lesta Studio, 2007"
49800,"Flight of the Icarus, Muse Games, 2010"
40330,"Secret Files: Tunguska, Animation Arts, 2009"
97000,"Solar 2, Murudai, 2011"
71230,"Crazy Taxi, SEGA, 2011"
257120,"Not The Robots, 2DArray, 2013"
335890,"Nanofights, Quantumfrog, 2014"
385270,"Jet Racing Extreme, Real Dynamics, 2015"
266110,"Tower of Guns, Terrible Posture Games, 2014"
311190,"Super Panda Adventures, BlueEagle Productions, 2014"
239120,"FINAL FANTASY III, Square Enix, 2014"
312750,"FINAL FANTASY IV, Square Enix,DotEmu SAS., 2014"
269490,"Bardbarian, TreeFortress Games, 2014"
278970,"Digger Online, DiggerWorld Ltd., 2015"
73170,"Darkest Hour: A Hearts of Iron Game, Martin Ivanov, 2011"
287340,"Colin McRae Rally, Codemasters Digital, 2014"
200170,"Worms Revolution, Team17 Digital Ltd, 2012"
317620,"Space Hulk Ascension, Full Control Studios, 2014"
205990,"Warlock 2: The Exiled, Ino-Co Plus, 2014"
235070,"Bad Bots, Point Five Projects, 2013"
96800,"Nexuiz, IllFonic, 2012"
25700,"Madballs in Babo:Invasion, Playbrains, 2009"
314150,"Double Dragon Trilogy, DotEmu, 2015"
32440,"LEGO® Star Wars™ - The Complete Saga, Traveller's Tales,Feral Interactive (Mac), 2009"
44200,"Galcon Fusion, Hassey Enterprises, Inc., 2010"
93200,"Revenge of the Titans, Puppygames, 2011"
107800,"Rochard, Recoil Games, 2011"
228400,"Ace Combat Assault Horizon - Enhanced Edition, NAMCO, 2013"
407510,"Devilian, Bluehole Ginno Games, 2015"
314410,"Rampage Knights, Rake in Grass, 2015"
403740,"GabeN: The Final Decision, Alex Zhang, 2015"
291250,"Jumpdrive, Meteoric Games, 2014"
311480,"Vertical Drop Heroes HD, Nerdook Productions, 2014"
329130,"Reassembly, Anisoptera Games, 2015"
287120,"Ionball 2: Ionstorm, Ironsun Studios, 2014"
366890,"Zombie Zoeds, Mystic Games, 2015"
37400,"Time Gentlemen, Please! and Ben There, Dan That! Special Edition  Double Pack, Size Five Games, 2009"
372800,"RPG MO, Marxnet, 2015"
358090,"D4: Dark Dreams Don’t Die -Season One-, Access Games, 2015"
295710,"Darkwind: War on Wheels, Psychic Software, 2014"
257830,"Violett Remastered, Forever Entertainment S. A., 2013"
327670,"Ironcast, Dreadbit, 2015"
3390,"Feeding Frenzy 2 Deluxe, PopCap Games, Inc., 2006"
209830,"Lone Survivor: The Director's Cut, Jasper Byrne, 2012"
251130,"Chroma Squad, Behold Studios, 2015"
243970,"Invisible, Inc., Klei Entertainment, 2015"
385330,"Stray Cat Crossing, Jurlo,JetPackGone, 2015"
250050,"Life Goes On: Done to Death, Infinite Monkeys Entertainment Ltd., 2014"
340150,"Basement, Halfbus, 2015"
394510,"HELLDIVERS™, Arrowhead Game Studios, 2015"
207730,"Arena Wars 2, ExDream GmbH, 2012"
304350,"Wildlife Park 2, b-alive gmbh, 2006"
409510,"Genesis Online, Shumkov Dmitriy, 2015"
397040,"Sphere III: Enchanted World, NIKITA ONLINE, 2015"
19500,"Eternity's Child, Luc Bernard,SilverSphereStudios, 2008"
357070,"UBERMOSH, Walter Machado, 2015"
319560,"Reprisal Universe, electrolyte, 2014"
9940,"Blade Kitten, Krome Studios, 2010"
258090,"99 Spirits, TORaIKI, 2013"
255260,"Pro Cycling Manager 2014, Cyanide Studio, 2014"
11590,"Hospital Tycoon, Deep Red Limited, 2007"
209360,"All Zombies Must Die!: Scorepocalypse, Doublesix Games, 2012"
11360,"Chains, 2DEngine.com, 2008"
105300,"Critical Mass, Manic Game Studios, 2011"
239700,"Hate Plus, Love Conquers All Games, 2013"
249190,"Ancient Space, CreativeForge Games, 2014"
72000,"Closure, Eyebrow Interactive, 2012"
290340,"Armello, League of Geeks, 2015"
204060,"Superbrothers: Sword &amp; Sworcery EP, Capybara,Superbrothers,Jim Guthrie, 2012"
300300,"Ichi, Stolen Couch Games, 2014"
385710,"INK, ZackBellGames, 2015"
247140,"Soundodger+, Studio Bean, 2013"
290990,"Flower Shop: Summer In Fairbrook, Winter Wolves, 2010"
259740,"Nightmares from the Deep: The Cursed Heart, Artifex Mundi, 2012"
342740,"Samudai, Geek Sloth Games, 2015"
306550,"Runers, LGK Games, 2014"
327220,"Anna's Quest, Daedalic Entertainment, 2015"
278460,"Skyborn, Dancing Dragon Games, 2014"
7840,"Death Track®: Resurrection, Sky Fallen, 2009"
38700,"Toki Tori, Two Tribes, 2010"
370150,"LOOP: A Tranquil Puzzle Game, John Cullen, 2015"
65930,"The Bureau: XCOM Declassified, 2K Marin, 2013"
334070,"Hektor, Rubycone, 2015"
314980,"Supreme Ruler Ultimate, BattleGoat Studios, 2014"
239840,"Dead State: Reanimated, DoubleBear Productions, 2014"
286040,"Dead Effect, BadFly Interactive, a.s., 2014"
319140,"Xeodrifter™, Renegade Kid, 2014"
311870,"Super Trench Attack!, Retro Army Limited, 2014"
332250,"The Next Penelope, Aurelien Regard, 2015"
339190,"Dead Synchronicity: Tomorrow Comes Today, Fictiorama Studios, 2015"
254200,"FortressCraft Evolved!, ProjectorGames, 2015"
302080,"Bus Driver, SCS Software, 2007"
214340,"Deponia, Daedalic Entertainment, 2012"
252410,"SteamWorld Dig, Image &amp; Form, 2013"
288370,"Strike Suit Zero: Director's Cut, Born Ready Games, 2014"
25500,"Cricket Revolution, Mindstorm Studios, 2009"
317440,"Quantum Rush Champions, GameArt Studio GmbH, 2014"
17450,"Dragon Age: Origins, BioWare, 2009"
249590,"Teslagrad, Rain Games, 2013"
259390,"Ballpoint Universe - Infinite, Arachnid Games, 2013"
220660,"StarDrive, Zero Sum Games, 2013"
289690,"LARA CROFT AND THE TEMPLE OF OSIRIS™, Crystal Dynamics, 2014"
281410,"Ubersoldier II, Burut CT, 2008"
326720,"Instant Dungeon!, With The Love Studios, 2014"
227080,"Papo &amp; Yo, Minority Media Inc., 2013"
225420,"Cities in Motion 2, Colossal Order Ltd., 2013"
11140,"Sherlock Holmes: The Awakened - Remastered Edition, Frogwares, 2008"
11130,"Sherlock Holmes: The Mystery of the Mummy, Frogwares, 2008"
350220,"Dead Sea, Phoenix Studio, 2015"
207430,"Hack, Slash, Loot, David Williamson, 2012"
25980,"Majesty 2, 1C:InoCo, 2009"
268260,"Let's Sing, Voxler Games, 2014"
305380,"Blue Estate The Game, HE SAW, 2015"
73010,"Cities in Motion, Colossal Order Ltd., 2011"
345440,"Vapour, Skobbejak Games, 2015"
273500,"Over 9000 Zombies!, Loren Lemcke, 2015"
